Ger 0 | Melhor: 3
Ger 932 | Melhor: 3
Ger 933 | Melhor: 3
Ger 934 | Melhor: 3
Ger 935 | Melhor: 3
Ger 936 | Melhor: 3
Ger 937 | Melhor: 3
Ger 938 | Melhor: 3
Ger 939 | Melhor: 3
Ger 940 | Melhor: 3
Ger 941 | Melhor: 3
Ger 942 | Melhor: 3
Ger 943 | Melhor: 5
Ger 944 | Melhor: 3
Ger 945 | Melhor: 5
Ger 946 | Melhor: 5
Ger 947 | Melhor: 3
Ger 948 | Melhor: 3
Ger 949 | Melhor: 3
Ger 950 | Melhor: 3
Ger 951 | Melhor: 3
Ger 952 | Melhor: 3
Ger 953 | Melhor: 5
Ger 954 | Melhor: 5
Ger 955 | Melhor: 5
Ger 956 | Melhor: 5
Ger 957 | Melhor: 5
Ger 958 | Melhor: 5
Ger 959 | Melhor: 5
Ger 960 | Melhor: 4
Ger 961 | Melhor: 4
Ger 962 | Melhor: 4
Ger 963 | Melhor: 5
Ger 964 | Melhor: 5
Ger 965 | Melhor: 5
Ger 966 | Melhor: 4
Ger 967 | Melhor: 4
Ger 968 | Melhor: 4
Ger 969 | Melhor: 5
Ger 970 | Melhor: 4
Ger 971 | Melhor: 4
Ger 972 | Melhor: 4
Ger 973 | Melhor: 4
Ger 974 | Melhor: 3
Ger 975 | Melhor: 4
Ger 976 | Melhor: 4
Ger 977 | Melhor: 4
Ger 978 | Melhor: 4
Ger 979 | Melhor: 4
Ger 980 | Melhor: 4
Ger 981 | Melhor: 4
Ger 982 | Melhor: 4
Ger 983 | Melhor: 4
Ger 984 | Melhor: 4
Ger 985 | Melhor: 5
Ger 986 | Melhor: 5
Ger 987 | Melhor: 5
Ger 988 | Melhor: 5
Ger 989 | Melhor: 5
Ger 990 | Melhor: 5
Ger 991 | Melhor: 4
Ger 992 | Melhor: 5
Ger 993 | Melhor: 5
Ger 994 | Melhor: 5
Ger 995 | Melhor: 5
Ger 996 | Melhor: 5
Ger 997 | Melhor: 5
Ger 998 | Melhor: 5
Ger 999 | Melhor: 5
Ger 1000 | Melhor: 5
Ger 1001 | Melhor: 5
Ger 1002 | Melhor: 5
Ger 1003 | Melhor: 5
Ger 1004 | Melhor: 5
Ger 1005 | Melhor: 5
Ger 1006 | Melhor: 3
Ger 1007 | Melhor: 5
Ger 1008 | Melhor: 5
Ger 1009 | Melhor: 5
Ger 1010 | Melhor: 5
Ger 1011 | Melhor: 5
Ger 1012 | Melhor: 5
Ger 1013 | Melhor: 3
Ger 1014 | Melhor: 3
Ger 1015 | Melhor: 3
Ger 1016 | Melhor: 3
Ger 1017 | Melhor: 3
Ger 1018 | Melhor: 3
Ger 1019 | Melhor: 3
Ger 1020 | Melhor: 3
Ger 1021 | Melhor: 3
Ger 1022 | Melhor: 3
Ger 1023 | Melhor: 3
Ger 1024 | Melhor: 3
Ger 1025 | Melhor: 3
Ger 1026 | Melhor: 3
Ger 1027 | Melhor: 3
Ger 1028 | Melhor: 4
Ger 1029 | Melhor: 4
Ger 1030 | Melhor: 4
Ger 1031 | Melhor: 4
Ger 1032 | Melhor: 4
Ger 1033 | Melhor: 4
Ger 1034 | Melhor: 5
Ger 1035 | Melhor: 5
Ger 1036 | Melhor: 5
Ger 1037 | Melhor: 5
Ger 1038 | Melhor: 5
Ger 1039 | Melhor: 5
Ger 1040 | Melhor: 4
Ger 1041 | Melhor: 3
Ger 1042 | Melhor: 3
Ger 1043 | Melhor: 3
Ger 1044 | Melhor: 3
Ger 1045 | Melhor: 3
Ger 1046 | Melhor: 3
Ger 1047 | Melhor: 3
Ger 1048 | Melhor: 3
Ger 1049 | Melhor: 5
Ger 1050 | Melhor: 5
Ger 1051 | Melhor: 5
Ger 1052 | Melhor: 5
Ger 1053 | Melhor: 5
Ger 1054 | Melhor: 5
Ger 1055 | Melhor: 5
Ger 1056 | Melhor: 5
Ger 1057 | Melhor: 5
Ger 1058 | Melhor: 5
Ger 1059 | Melhor: 5
Ger 1060 | Melhor: 5
Ger 1061 | Melhor: 5
Ger 1062 | Melhor: 5
Ger 1063 | Melhor: 5
Ger 1064 | Melhor: 5
Ger 1065 | Melhor: 4
Ger 1066 | Melhor: 4
Ger 1067 | Melhor: 3
Ger 1068 | Melhor: 4
Ger 1069 | Melhor: 4
Ger 1070 | Melhor: 4
Ger 1071 | Melhor: 3
Ger 1072 | Melhor: 4
Ger 1073 | Melhor: 4
Ger 1074 | Melhor: 4
Ger 1075 | Melhor: 5
Ger 1076 | Melhor: 5
Ger 1077 | Melhor: 5
Ger 1078 | Melhor: 3
Ger 1079 | Melhor: 3
Ger 1080 | Melhor: 4
Ger 1081 | Melhor: 4
Ger 1082 | Melhor: 4
Ger 1083 | Melhor: 4
Ger 1084 | Melhor: 4
Ger 1085 | Melhor: 4
Ger 1086 | Melhor: 4
Ger 1087 | Melhor: 4
Ger 1088 | Melhor: 4
Ger 1089 | Melhor: 5
Ger 1090 | Melhor: 5
Ger 1091 | Melhor: 4
Ger 1092 | Melhor: 4
Ger 1093 | Melhor: 5
Ger 1094 | Melhor: 5
Ger 1095 | Melhor: 5
Ger 1096 | Melhor: 4
Ger 1097 | Melhor: 5
Ger 1098 | Melhor: 5
Ger 1099 | Melhor: 5
Ger 1100 | Melhor: 5
Ger 1101 | Melhor: 3
Ger 1102 | Melhor: 3
Ger 1103 | Melhor: 3
Ger 1104 | Melhor: 5
Ger 1105 | Melhor: 5
Ger 1106 | Melhor: 5
Ger 1107 | Melhor: 5
Ger 1108 | Melhor: 5
Ger 1109 | Melhor: 5
Ger 1110 | Melhor: 5
Ger 1111 | Melhor: 5
Ger 1112 | Melhor: 4
Ger 1113 | Melhor: 4
Ger 1114 | Melhor: 5
Ger 1115 | Melhor: 5
Ger 1116 | Melhor: 5
Ger 1117 | Melhor: 4
Ger 1118 | Melhor: 4
Ger 1119 | Melhor: 4
Ger 1120 | Melhor: 4
Ger 1121 | Melhor: 4
Ger 1122 | Melhor: 4
Ger 1123 | Melhor: 4
Ger 1124 | Melhor: 2
Ger 1125 | Melhor: 4
Ger 1126 | Melhor: 4
Ger 1127 | Melhor: 4
Ger 1128 | Melhor: 4
Ger 1129 | Melhor: 4
Ger 1130 | Melhor: 4
Ger 1131 | Melhor: 4
Ger 1132 | Melhor: 4
Ger 1133 | Melhor: 4
Ger 1134 | Melhor: 4
Ger 1135 | Melhor: 4
Ger 1136 | Melhor: 4
Ger 1137 | Melhor: 4
Ger 1138 | Melhor: 4
Ger 1139 | Melhor: 4
Ger 1140 | Melhor: 4
Ger 1141 | Melhor: 3
Ger 1142 | Melhor: 3
Ger 1143 | Melhor: 3
Ger 1144 | Melhor: 5
Ger 1145 | Melhor: 5
Ger 1146 | Melhor: 5
Ger 1147 | Melhor: 5
Ger 1148 | Melhor: 5
Ger 1149 | Melhor: 3
Ger 1150 | Melhor: 3
Ger 1151 | Melhor: 3
Ger 1152 | Melhor: 3
Ger 1153 | Melhor: 3
Ger 1154 | Melhor: 3
Ger 1155 | Melhor: 3
Ger 1156 | Melhor: 3
Ger 1157 | Melhor: 3
Ger 1158 | Melhor: 3
Ger 1159 | Melhor: 5
Ger 1160 | Melhor: 5
Ger 1161 | Melhor: 5
Ger 1162 | Melhor: 3
Ger 1163 | Melhor: 5
Ger 1164 | Melhor: 5
Ger 1165 | Melhor: 5
Ger 1166 | Melhor: 5
Ger 1167 | Melhor: 5
Ger 1168 | Melhor: 5
Ger 1169 | Melhor: 5
Ger 1170 | Melhor: 4
Ger 1171 | Melhor: 5
Ger 1172 | Melhor: 5
Ger 1173 | Melhor: 5
Ger 1174 | Melhor: 5
Ger 1175 | Melhor: 5
Ger 1176 | Melhor: 5
Ger 1177 | Melhor: 5
Ger 1178 | Melhor: 5
Ger 1179 | Melhor: 3
Ger 1180 | Melhor: 3
Ger 1181 | Melhor: 3
Ger 1182 | Melhor: 3
Ger 1183 | Melhor: 3
Ger 1184 | Melhor: 3
Ger 1185 | Melhor: 3
Ger 1186 | Melhor: 5
Ger 1187 | Melhor: 5
Ger 1188 | Melhor: 3
Ger 1189 | Melhor: 3
Ger 1190 | Melhor: 3
Ger 1191 | Melhor: 3
Ger 1192 | Melhor: 3
Ger 1193 | Melhor: 3
Ger 1194 | Melhor: 3
Ger 1195 | Melhor: 3
Ger 1196 | Melhor: 3
Ger 1197 | Melhor: 5
Ger 1198 | Melhor: 5
Ger 1199 | Melhor: 3
Ger 1200 | Melhor: 3
Ger 1201 | Melhor: 5
Ger 1202 | Melhor: 5
Ger 1203 | Melhor: 5
Ger 1204 | Melhor: 5
Ger 1205 | Melhor: 5
Ger 1206 | Melhor: 5
Ger 1207 | Melhor: 5
Ger 1208 | Melhor: 5
Ger 1209 | Melhor: 5
Ger 1210 | Melhor: 5
Ger 1211 | Melhor: 5
Ger 1212 | Melhor: 5
Ger 1213 | Melhor: 5
Ger 1214 | Melhor: 5
Ger 1215 | Melhor: 5
Ger 1216 | Melhor: 5
Ger 1217 | Melhor: 5
Ger 1218 | Melhor: 5
Ger 1219 | Melhor: 5
Ger 1220 | Melhor: 5
Ger 1221 | Melhor: 5
Ger 1222 | Melhor: 5
Ger 1223 | Melhor: 5
Ger 1224 | Melhor: 5
Ger 1225 | Melhor: 5
Ger 1226 | Melhor: 5
Ger 1227 | Melhor: 5
Ger 1228 | Melhor: 5
Ger 1229 | Melhor: 5
Ger 1230 | Melhor: 5
Ger 1231 | Melhor: 5
Ger 1232 | Melhor: 5
Ger 1233 | Melhor: 5
Ger 1234 | Melhor: 5
Ger 1235 | Melhor: 5
Ger 1236 | Melhor: 5
Ger 1237 | Melhor: 5
Ger 1238 | Melhor: 5
Ger 1239 | Melhor: 5
Ger 1240 | Melhor: 5
Ger 1241 | Melhor: 5
Ger 1242 | Melhor: 5
Ger 1243 | Melhor: 5
Ger 1244 | Melhor: 5
Ger 1245 | Melhor: 5
Ger 1246 | Melhor: 5
Ger 1247 | Melhor: 5
Ger 1248 | Melhor: 5
Ger 1249 | Melhor: 5
Ger 1250 | Melhor: 5
Ger 1251 | Melhor: 4
Ger 1252 | Melhor: 5
Ger 1253 | Melhor: 5
Ger 1254 | Melhor: 5
Ger 1255 | Melhor: 5
Ger 1256 | Melhor: 5
Ger 1257 | Melhor: 5
Ger 1258 | Melhor: 4
Ger 1259 | Melhor: 4
Ger 1260 | Melhor: 4
Ger 1261 | Melhor: 4
Ger 1262 | Melhor: 4
Ger 1263 | Melhor: 5
Ger 1264 | Melhor: 4
Ger 1265 | Melhor: 5
Ger 1266 | Melhor: 5
Ger 1267 | Melhor: 3
Ger 1268 | Melhor: 3
Ger 1269 | Melhor: 3
Ger 1270 | Melhor: 3
Ger 1271 | Melhor: 3
Ger 1272 | Melhor: 3
Ger 1273 | Melhor: 5
Ger 1274 | Melhor: 3
Ger 1275 | Melhor: 3
Ger 1276 | Melhor: 3
Ger 1277 | Melhor: 3
Ger 1278 | Melhor: 5
Ger 1279 | Melhor: 5
Ger 1280 | Melhor: 5
Ger 1281 | Melhor: 3
Ger 1282 | Melhor: 5
Ger 1283 | Melhor: 5
Ger 1284 | Melhor: 5
Ger 1285 | Melhor: 5
Ger 1286 | Melhor: 3
Ger 1287 | Melhor: 3
Ger 1288 | Melhor: 4
Ger 1289 | Melhor: 5
Ger 1290 | Melhor: 5
Ger 1291 | Melhor: 5
Ger 1292 | Melhor: 5
Ger 1293 | Melhor: 5
Ger 1294 | Melhor: 5
Ger 1295 | Melhor: 5
Ger 1296 | Melhor: 5
Ger 1297 | Melhor: 4
Ger 1298 | Melhor: 5
Ger 1299 | Melhor: 5
Ger 1300 | Melhor: 5
Ger 1301 | Melhor: 5
Ger 1302 | Melhor: 5
Ger 1303 | Melhor: 5
Ger 1304 | Melhor: 5
Ger 1305 | Melhor: 5
Ger 1306 | Melhor: 5
Ger 1307 | Melhor: 4
Ger 1308 | Melhor: 5
Ger 1309 | Melhor: 5
Ger 1310 | Melhor: 5
Ger 1311 | Melhor: 5
Ger 1312 | Melhor: 3
Ger 1313 | Melhor: 5
Ger 1314 | Melhor: 3
Ger 1315 | Melhor: 5
Ger 1316 | Melhor: 5
Ger 1317 | Melhor: 5
Ger 1318 | Melhor: 5
Ger 1319 | Melhor: 5
Ger 1320 | Melhor: 5
Ger 1321 | Melhor: 3
Ger 1322 | Melhor: 3
Ger 1323 | Melhor: 4
Ger 1324 | Melhor: 4
Ger 1325 | Melhor: 4
Ger 1326 | Melhor: 4
Ger 1327 | Melhor: 4
Ger 1328 | Melhor: 4
Ger 1329 | Melhor: 4
Ger 1330 | Melhor: 4
Ger 1331 | Melhor: 4
Ger 1332 | Melhor: 4
Ger 1333 | Melhor: 4
Ger 1334 | Melhor: 4
Ger 1335 | Melhor: 4
Ger 1336 | Melhor: 4
Ger 1337 | Melhor: 4
Ger 1338 | Melhor: 4
Ger 1339 | Melhor: 4
Ger 1340 | Melhor: 4
Ger 1341 | Melhor: 4
Ger 1342 | Melhor: 5
Ger 1343 | Melhor: 3
Ger 1344 | Melhor: 5
Ger 1345 | Melhor: 5
Ger 1346 | Melhor: 5
Ger 1347 | Melhor: 5
Ger 1348 | Melhor: 5
Ger 1349 | Melhor: 5
Ger 1350 | Melhor: 5
Ger 1351 | Melhor: 5
Ger 1352 | Melhor: 5
Ger 1353 | Melhor: 5
Ger 1354 | Melhor: 5
Ger 1355 | Melhor: 5
Ger 1356 | Melhor: 5
Ger 1357 | Melhor: 5
Ger 1358 | Melhor: 4
Ger 1359 | Melhor: 4
Ger 1360 | Melhor: 4
Ger 1361 | Melhor: 4
Ger 1362 | Melhor: 4
Ger 1363 | Melhor: 4
Ger 1364 | Melhor: 4
Ger 1365 | Melhor: 5
Ger 1366 | Melhor: 5
Ger 1367 | Melhor: 5
Ger 1368 | Melhor: 5
Ger 1369 | Melhor: 5
Ger 1370 | Melhor: 5
Ger 1371 | Melhor: 5
Ger 1372 | Melhor: 5
Ger 1373 | Melhor: 5
Ger 1374 | Melhor: 5
Ger 1375 | Melhor: 5
Ger 1376 | Melhor: 5
Ger 1377 | Melhor: 5
Ger 1378 | Melhor: 5
Ger 1379 | Melhor: 5
Ger 1380 | Melhor: 5
Ger 1381 | Melhor: 5
Ger 1382 | Melhor: 5
Ger 1383 | Melhor: 5
Ger 1384 | Melhor: 5
Ger 1385 | Melhor: 5
Ger 1386 | Melhor: 4
Ger 1387 | Melhor: 4
Ger 1388 | Melhor: 4
Ger 1389 | Melhor: 5
Ger 1390 | Melhor: 3
Ger 1391 | Melhor: 3
Ger 1392 | Melhor: 3
Ger 1393 | Melhor: 3
Ger 1394 | Melhor: 3
Ger 1395 | Melhor: 3
Ger 1396 | Melhor: 3
Ger 1397 | Melhor: 3
Ger 1398 | Melhor: 3
Ger 1399 | Melhor: 3
Ger 1400 | Melhor: 3
Ger 1401 | Melhor: 3
Ger 1402 | Melhor: 3
Ger 1403 | Melhor: 3
Ger 1404 | Melhor: 3
Ger 1405 | Melhor: 3
Ger 1406 | Melhor: 3
Ger 1407 | Melhor: 3
Ger 1408 | Melhor: 3
Ger 1409 | Melhor: 3
Ger 1410 | Melhor: 3
Ger 1411 | Melhor: 3
Ger 1412 | Melhor: 3
Ger 1413 | Melhor: 3
Ger 1414 | Melhor: 3
Ger 1415 | Melhor: 3
Ger 1416 | Melhor: 3
Ger 1417 | Melhor: 3
Ger 1418 | Melhor: 3
Ger 1419 | Melhor: 3
Ger 1420 | Melhor: 3
Ger 1421 | Melhor: 3
Ger 1422 | Melhor: 3
Ger 1423 | Melhor: 3
Ger 1424 | Melhor: 3
Ger 1425 | Melhor: 3
Ger 1426 | Melhor: 3
Ger 1427 | Melhor: 3
Ger 1428 | Melhor: 3
Ger 1429 | Melhor: 3
Ger 1430 | Melhor: 3
Ger 1431 | Melhor: 3
Ger 1432 | Melhor: 3
Ger 1433 | Melhor: 3
Ger 1434 | Melhor: 3
Ger 1435 | Melhor: 3
Ger 1436 | Melhor: 3
Ger 1437 | Melhor: 3
Ger 1438 | Melhor: 3
Ger 1439 | Melhor: 3
Ger 1440 | Melhor: 3
Ger 1441 | Melhor: 3
Ger 1442 | Melhor: 3
Ger 1443 | Melhor: 3
Ger 1444 | Melhor: 3
Ger 1445 | Melhor: 3
Ger 1446 | Melhor: 3
Ger 1447 | Melhor: 3
Ger 1448 | Melhor: 3
Ger 1449 | Melhor: 3
Ger 1450 | Melhor: 3
Ger 1451 | Melhor: 3
Ger 1452 | Melhor: 3
Ger 1453 | Melhor: 3
Ger 1454 | Melhor: 3
Ger 1455 | Melhor: 3
Ger 1456 | Melhor: 3
Ger 1457 | Melhor: 3
Ger 1458 | Melhor: 3
Ger 1459 | Melhor: 3
Ger 1460 | Melhor: 3
Ger 1461 | Melhor: 3
Ger 1462 | Melhor: 3
Ger 1463 | Melhor: 3
Ger 1464 | Melhor: 3
Ger 1465 | Melhor: 3
Ger 1466 | Melhor: 3
Ger 1467 | Melhor: 3
Ger 1468 | Melhor: 3
Ger 1469 | Melhor: 3
Ger 1470 | Melhor: 3
Ger 1471 | Melhor: 3
Ger 1472 | Melhor: 3
Ger 1473 | Melhor: 3
Ger 1474 | Melhor: 3
Ger 1475 | Melhor: 3
Ger 1476 | Melhor: 3
Ger 1477 | Melhor: 3
Ger 1478 | Melhor: 3
Ger 1479 | Melhor: 5
Ger 1480 | Melhor: 3
Ger 1481 | Melhor: 3
Ger 1482 | Melhor: 3
Ger 1483 | Melhor: 3
Ger 1484 | Melhor: 3
Ger 1485 | Melhor: 3
Ger 1486 | Melhor: 3
Ger 1487 | Melhor: 3
Ger 1488 | Melhor: 3
Ger 1489 | Melhor: 3
Ger 1490 | Melhor: 5
Ger 1491 | Melhor: 5
Ger 1492 | Melhor: 5
Ger 1493 | Melhor: 3
Ger 1494 | Melhor: 5
Ger 1495 | Melhor: 5
Ger 1496 | Melhor: 5
Ger 1497 | Melhor: 4
Ger 1498 | Melhor: 5
Ger 1499 | Melhor: 5
Ger 1500 | Melhor: 4
Ger 1501 | Melhor: 4
Ger 1502 | Melhor: 4
Ger 1503 | Melhor: 4
Ger 1504 | Melhor: 4
Ger 1505 | Melhor: 4
Ger 1506 | Melhor: 4
Ger 1507 | Melhor: 4
Ger 1508 | Melhor: 4
Ger 1509 | Melhor: 4
Ger 1510 | Melhor: 5
Ger 1511 | Melhor: 5
Ger 1512 | Melhor: 5
Ger 1513 | Melhor: 5
Ger 1514 | Melhor: 4
Ger 1515 | Melhor: 4
Ger 1516 | Melhor: 5
Ger 1517 | Melhor: 5
Ger 1518 | Melhor: 5
Ger 1519 | Melhor: 4
Ger 1520 | Melhor: 4
Ger 1521 | Melhor: 4
Ger 1522 | Melhor: 4
Ger 1523 | Melhor: 4
Ger 1524 | Melhor: 4
Ger 1525 | Melhor: 4
Ger 1526 | Melhor: 4
Ger 1527 | Melhor: 4
Ger 1528 | Melhor: 4
Ger 1529 | Melhor: 4
Ger 1530 | Melhor: 3
Ger 1531 | Melhor: 3
Ger 1532 | Melhor: 3
Ger 1533 | Melhor: 3
Ger 1534 | Melhor: 3
Ger 1535 | Melhor: 3
Ger 1536 | Melhor: 3
Ger 1537 | Melhor: 3
Ger 1538 | Melhor: 3
Ger 1539 | Melhor: 3
Ger 1540 | Melhor: 3
Ger 1541 | Melhor: 3
Ger 1542 | Melhor: 3
Ger 1543 | Melhor: 3
Ger 1544 | Melhor: 3
Ger 1545 | Melhor: 3
Ger 1546 | Melhor: 3
Ger 1547 | Melhor: 3
Ger 1548 | Melhor: 3
Ger 1549 | Melhor: 3
Ger 1550 | Melhor: 3
Ger 1551 | Melhor: 3
Ger 1552 | Melhor: 3
Ger 1553 | Melhor: 3
Ger 1554 | Melhor: 3
Ger 1555 | Melhor: 5
Ger 1556 | Melhor: 5
Ger 1557 | Melhor: 3
Ger 1558 | Melhor: 3
Ger 1559 | Melhor: 3
Ger 1560 | Melhor: 3
Ger 1561 | Melhor: 3
Ger 1562 | Melhor: 3
Ger 1563 | Melhor: 3
Ger 1564 | Melhor: 3
Ger 1565 | Melhor: 3
Ger 1566 | Melhor: 5
Ger 1567 | Melhor: 5
Ger 1568 | Melhor: 5
Ger 1569 | Melhor: 4
Ger 1570 | Melhor: 4
Ger 1571 | Melhor: 5
Ger 1572 | Melhor: 5
Ger 1573 | Melhor: 3
Ger 1574 | Melhor: 5
Ger 1575 | Melhor: 5
Ger 1576 | Melhor: 4
Ger 1577 | Melhor: 4
Ger 1578 | Melhor: 4
Ger 1579 | Melhor: 4
Ger 1580 | Melhor: 4
Ger 1581 | Melhor: 4
Ger 1582 | Melhor: 4
Ger 1583 | Melhor: 4
Ger 1584 | Melhor: 5
Ger 1585 | Melhor: 5
Ger 1586 | Melhor: 5
Ger 1587 | Melhor: 5
Ger 1588 | Melhor: 5
Ger 1589 | Melhor: 5
Ger 1590 | Melhor: 5
Ger 1591 | Melhor: 5
Ger 1592 | Melhor: 5
Ger 1593 | Melhor: 5
Ger 1594 | Melhor: 5
Ger 1595 | Melhor: 5
Ger 1596 | Melhor: 5
Ger 1597 | Melhor: 5
Ger 1598 | Melhor: 5
Ger 1599 | Melhor: 5
Ger 1600 | Melhor: 5
Ger 1601 | Melhor: 5
Ger 1602 | Melhor: 5
Ger 1603 | Melhor: 5
Ger 1604 | Melhor: 5
Ger 1605 | Melhor: 3
Ger 1606 | Melhor: 4
Ger 1607 | Melhor: 5
Ger 1608 | Melhor: 5
Ger 1609 | Melhor: 4
Ger 1610 | Melhor: 4
Ger 1611 | Melhor: 3
Ger 1612 | Melhor: 4
Ger 1613 | Melhor: 4
Ger 1614 | Melhor: 4
Ger 1615 | Melhor: 5
Ger 1616 | Melhor: 5
Ger 1617 | Melhor: 5
Ger 1618 | Melhor: 5
Ger 1619 | Melhor: 4
Ger 1620 | Melhor: 4
Ger 1621 | Melhor: 4
Ger 1622 | Melhor: 4
Ger 1623 | Melhor: 4
Ger 1624 | Melhor: 4
Ger 1625 | Melhor: 4
Ger 1626 | Melhor: 4
Ger 1627 | Melhor: 4
Ger 1628 | Melhor: 4
Ger 1629 | Melhor: 4
Ger 1630 | Melhor: 4
Ger 1631 | Melhor: 4
Ger 1632 | Melhor: 4
Ger 1633 | Melhor: 4
Ger 1634 | Melhor: 5
Ger 1635 | Melhor: 5
Ger 1636 | Melhor: 4
Ger 1637 | Melhor: 5
Ger 1638 | Melhor: 5
Ger 1639 | Melhor: 5
Ger 1640 | Melhor: 5
Ger 1641 | Melhor: 4
Ger 1642 | Melhor: 4
Ger 1643 | Melhor: 4
Ger 1644 | Melhor: 4
Ger 1645 | Melhor: 4
Ger 1646 | Melhor: 4
Ger 1647 | Melhor: 4
Ger 1648 | Melhor: 4
Ger 1649 | Melhor: 4
Ger 1650 | Melhor: 4
Ger 1651 | Melhor: 4
Ger 1652 | Melhor: 4
Ger 1653 | Melhor: 4
Ger 1654 | Melhor: 4
Ger 1655 | Melhor: 4
Ger 1656 | Melhor: 4
Ger 1657 | Melhor: 4
Ger 1658 | Melhor: 4
Ger 1659 | Melhor: 3
Ger 1660 | Melhor: 3
Ger 1661 | Melhor: 3
Ger 1662 | Melhor: 3
Ger 1663 | Melhor: 3
Ger 1664 | Melhor: 3
Ger 1665 | Melhor: 3
Ger 1666 | Melhor: 3
Ger 1667 | Melhor: 4
Ger 1668 | Melhor: 3
Ger 1669 | Melhor: 3
Ger 1670 | Melhor: 3
Ger 1671 | Melhor: 5
Ger 1672 | Melhor: 5
Ger 1673 | Melhor: 3
Ger 1674 | Melhor: 5
Ger 1675 | Melhor: 5
Ger 1676 | Melhor: 5
Ger 1677 | Melhor: 5
Ger 1678 | Melhor: 4
Ger 1679 | Melhor: 4
Ger 1680 | Melhor: 4
Ger 1681 | Melhor: 4
Ger 1682 | Melhor: 4
Ger 1683 | Melhor: 4
Ger 1684 | Melhor: 4
Ger 1685 | Melhor: 4
Ger 1686 | Melhor: 4
Ger 1687 | Melhor: 4
Ger 1688 | Melhor: 4
Ger 1689 | Melhor: 4
Ger 1690 | Melhor: 4
Ger 1691 | Melhor: 4
Ger 1692 | Melhor: 4
Ger 1693 | Melhor: 4
Ger 1694 | Melhor: 3
Ger 1695 | Melhor: 3
Ger 1696 | Melhor: 3
Ger 1697 | Melhor: 4
Ger 1698 | Melhor: 4
Ger 1699 | Melhor: 4
Ger 1700 | Melhor: 4
Ger 1701 | Melhor: 4
Ger 1702 | Melhor: 4
Ger 1703 | Melhor: 3
Ger 1704 | Melhor: 4
Ger 1705 | Melhor: 3
Ger 1706 | Melhor: 4
Ger 1707 | Melhor: 3
Ger 1708 | Melhor: 3
Ger 1709 | Melhor: 3
Ger 1710 | Melhor: 3
Ger 1711 | Melhor: 3
Ger 1712 | Melhor: 3
Ger 1713 | Melhor: 3
Ger 1714 | Melhor: 3
Ger 1715 | Melhor: 4
Ger 1716 | Melhor: 3
Ger 1717 | Melhor: 3
Ger 1718 | Melhor: 4
Ger 1719 | Melhor: 4
Ger 1720 | Melhor: 3
Ger 1721 | Melhor: 3
Ger 1722 | Melhor: 3
Ger 1723 | Melhor: 3
Ger 1724 | Melhor: 3
Ger 1725 | Melhor: 2
Ger 1726 | Melhor: 3
Ger 1727 | Melhor: 4
Ger 1728 | Melhor: 3
Ger 1729 | Melhor: 3
Ger 1730 | Melhor: 3
Ger 1731 | Melhor: 3
Ger 1732 | Melhor: 3
Ger 1733 | Melhor: 3
Ger 1734 | Melhor: 3
Ger 1735 | Melhor: 3
Ger 1736 | Melhor: 3
Ger 1737 | Melhor: 2
Ger 1738 | Melhor: 2
Ger 1739 | Melhor: 3
Ger 1740 | Melhor: 2
Ger 1741 | Melhor: 2
Ger 1742 | Melhor: 3
Ger 1743 | Melhor: 3
Ger 1744 | Melhor: 2
Ger 1745 | Melhor: 2
Ger 1746 | Melhor: 2
Ger 1747 | Melhor: 3
Ger 1748 | Melhor: 2
Ger 1749 | Melhor: 2
Ger 1750 | Melhor: 2
Ger 1751 | Melhor: 2
Ger 1752 | Melhor: 2
Ger 1753 | Melhor: 2
Ger 1754 | Melhor: 2
Ger 1755 | Melhor: 2
Ger 1756 | Melhor: 2
Ger 1757 | Melhor: 2
Ger 1758 | Melhor: 2
Ger 1759 | Melhor: 2
Ger 1760 | Melhor: 2
Ger 1761 | Melhor: 2
Ger 1762 | Melhor: 2
Ger 1763 | Melhor: 2
Ger 1764 | Melhor: 2
Ger 1765 | Melhor: 2
Ger 1766 | Melhor: 2
Ger 1767 | Melhor: 2
Ger 1768 | Melhor: 2
Ger 1769 | Melhor: 3
Ger 1770 | Melhor: 2
Ger 1771 | Melhor: 2
Ger 1772 | Melhor: 3
Ger 1773 | Melhor: 3
Ger 1774 | Melhor: 2
Ger 1775 | Melhor: 2
Ger 1776 | Melhor: 2
Ger 1777 | Melhor: 2
Ger 1778 | Melhor: 2
Ger 1779 | Melhor: 2
Ger 1780 | Melhor: 2
Ger 1781 | Melhor: 2
Ger 1782 | Melhor: 2
Ger 1783 | Melhor: 2
Ger 1784 | Melhor: 2
Ger 1785 | Melhor: 2
Ger 1786 | Melhor: 2
Ger 1787 | Melhor: 2
Ger 1788 | Melhor: 2
Ger 1789 | Melhor: 2
Ger 1790 | Melhor: 2
Ger 1791 | Melhor: 2
Ger 1792 | Melhor: 2
Ger 1793 | Melhor: 2
Ger 1794 | Melhor: 2
Ger 1795 | Melhor: 3
Ger 1796 | Melhor: 2
Ger 1797 | Melhor: 2
Ger 1798 | Melhor: 2
Ger 1799 | Melhor: 2
Ger 1800 | Melhor: 2
Ger 1801 | Melhor: 2
Ger 1802 | Melhor: 2
Ger 1803 | Melhor: 2
Ger 1804 | Melhor: 2
Ger 1805 | Melhor: 2
Ger 1806 | Melhor: 2
Ger 1807 | Melhor: 2
Ger 1808 | Melhor: 2
Ger 1809 | Melhor: 2
